age,height,weight,point,times,buy 
79,144,56,159,1,1
61,142,67,23,8,1
50,177,68,209,2,1
78,180,48,104,0,1
35,184,67,102,13,1
30,173,99,51,1,0
67,179,40,157,5,1
28,154,47,15,4,0
50,161,76,157,14,1
42,165,54,19,17,1
49,175,92,274,3,1
50,143,72,28,13,1
55,170,42,203,20,1
37,153,42,45,2,0
39,149,93,83,6,1
76,176,51,165,2,1
70,181,71,188,14,1
29,182,71,4,4,0
22,163,97,160,2,1
22,177,43,58,17,1
59,172,97,11,14,1
65,149,95,247,13,1
75,146,47,3,8,1
77,166,60,257,7,1
66,146,97,141,8,1
61,165,56,155,4,1
54,185,56,165,19,1
80,175,66,148,8,1
54,145,42,102,14,1
25,182,51,12,5,0
39,143,82,90,18,1
61,157,63,124,6,1
40,140,93,104,14,1
48,185,85,262,4,1
67,160,96,119,20,1
48,159,42,283,16,1
68,168,73,193,12,1
62,168,76,228,7,1
70,169,49,170,10,1
41,176,41,122,4,1
46,182,69,158,15,1
50,149,83,179,12,1
35,143,63,264,5,1
70,140,53,71,16,1
61,181,61,262,18,1
62,148,73,50,5,1
70,167,86,85,17,1
78,162,83,123,18,1
27,172,51,129,1,1
46,182,91,33,6,0
38,152,40,18,6,0
46,185,40,256,13,1
58,175,85,152,7,1
80,168,59,176,8,1
33,166,81,249,17,1
76,167,83,107,10,1
51,166,43,108,16,1
53,183,93,220,15,1
74,149,63,185,9,1
66,140,41,265,16,1
38,147,41,232,6,1
59,146,55,289,6,1
20,177,99,275,5,1
28,164,61,186,0,1
67,165,87,299,6,1
23,181,42,99,14,1
61,163,93,130,17,1
25,150,61,8,20,1
35,181,76,169,9,1
70,173,68,222,12,1
64,165,54,130,1,1
64,164,51,246,14,1
62,150,99,35,5,1
42,183,53,90,8,0
53,152,46,280,20,1
20,153,69,196,4,1
71,167,60,286,20,1
32,162,60,291,15,1
36,159,81,254,3,1
76,158,46,243,1,1
23,167,63,96,1,0
37,170,52,194,5,1
41,140,63,173,9,1
77,165,95,41,17,1
76,155,69,116,8,1
41,156,94,96,11,1
58,157,70,121,15,1
54,174,77,156,11,1
76,185,49,69,13,1
52,154,81,17,12,1
56,175,56,295,16,1
44,147,48,9,9,0
71,167,62,146,14,1
24,142,57,221,5,1
40,180,57,213,8,1
79,171,84,223,15,1
80,152,90,117,4,1
21,149,72,108,20,1
52,179,94,283,4,1
44,162,85,58,4,0
36,179,89,142,1,1
56,153,48,182,10,1
65,163,81,104,7,1
34,163,70,234,15,1
49,182,64,55,8,0
56,163,45,270,16,1
54,160,84,79,17,1
80,183,75,165,1,1
33,163,82,15,0,0
46,146,93,256,16,1
60,155,43,10,0,0
43,167,66,106,13,1
53,142,75,219,0,1
78,158,81,81,16,1
78,174,63,32,7,1
27,150,69,40,0,0
28,166,62,264,6,1
27,166,94,273,3,1
59,172,50,101,19,1
41,156,47,249,16,1
43,142,58,121,1,1
68,154,81,113,8,1
27,149,46,56,19,1
69,156,70,3,2,1
25,150,58,155,19,1
77,170,53,276,10,1
56,167,52,145,10,1
50,147,73,58,13,1
54,159,97,16,13,1
80,151,47,48,10,1
75,156,73,20,16,1
32,162,85,219,2,1
40,163,58,129,7,1
23,154,47,236,13,1
37,158,49,231,3,1
54,143,67,79,3,0
21,150,53,131,20,1
50,146,82,285,10,1
59,168,61,173,14,1
79,154,98,172,12,1
72,173,86,110,0,1
59,180,61,108,9,1
67,182,74,279,1,1
44,148,93,180,8,1
33,163,76,70,2,0
65,183,56,71,11,1
64,150,44,88,11,1
49,183,58,173,4,1
37,164,78,234,7,1
38,146,44,133,10,1
71,169,49,262,2,1
47,180,63,254,19,1
56,157,92,71,17,1
34,155,75,83,14,1
47,175,74,63,9,0
64,142,68,41,18,1
72,155,47,72,3,1
48,160,87,138,7,1
73,174,80,267,9,1
31,158,48,12,17,1
36,179,89,208,0,1
48,141,51,146,19,1
50,166,79,94,16,1
50,162,67,143,7,1
23,175,49,212,20,1
45,140,64,212,6,1
23,147,83,250,4,1
45,166,77,13,14,1
62,174,89,243,12,1
43,150,89,158,18,1
53,142,91,18,10,1
65,178,52,80,12,1
51,169,100,76,9,0
35,175,95,233,14,1
48,154,66,36,8,0
42,175,55,121,3,1
31,163,92,260,3,1
47,177,96,67,20,1
27,182,46,229,1,1
34,170,44,76,16,1
32,142,55,85,19,1
46,167,61,142,18,1
29,142,68,159,6,1
38,144,69,40,2,0
32,155,98,9,5,1
49,161,43,212,7,1
80,170,64,6,9,1
55,147,83,260,8,1
38,150,62,244,2,1
37,174,80,219,1,1
47,148,57,66,15,1
62,159,60,15,19,1
39,163,97,226,12,1
42,174,61,298,17,1
62,181,56,247,0,1
70,174,99,136,4,1
39,147,83,251,15,1
79,160,88,157,17,1
75,178,61,212,8,1
72,185,60,215,5,1
35,180,65,262,17,1
58,148,44,8,9,0
33,178,43,112,7,1
27,152,99,184,18,1
38,157,94,155,7,1
40,142,52,72,9,0
56,179,77,232,9,1
46,152,72,184,20,1
78,181,99,196,17,1
79,183,100,295,12,1
22,146,98,127,11,1
45,142,43,221,18,1
26,174,67,291,19,1
44,166,98,82,10,0
66,164,84,54,17,1
23,173,55,198,0,1
60,181,87,32,4,0
69,168,79,214,17,1
72,148,91,157,11,1
49,159,81,74,19,1
41,184,51,47,10,0
54,172,52,223,14,1
79,148,72,177,7,1
22,179,62,196,8,1
51,184,50,180,0,1
80,163,43,250,18,1
45,185,55,104,2,1
58,172,88,69,14,1
62,182,74,71,10,1
27,151,92,37,12,1
35,177,46,56,19,1
34,180,55,96,19,1
40,154,85,15,9,1
29,153,82,299,4,1
63,152,61,181,19,1
43,140,88,179,3,1
67,161,45,236,19,1
66,176,95,291,12,1
67,182,74,120,16,1
34,161,95,184,20,1
43,159,80,205,13,1
49,174,75,146,6,1
55,184,87,241,4,1
35,164,58,235,3,1
75,147,84,147,13,1
72,149,72,133,16,1
54,184,88,161,11,1
73,161,47,186,5,1
80,175,88,177,5,1
31,181,73,53,4,0
51,174,88,59,17,1
41,167,55,69,2,0
31,150,82,177,9,1
78,177,70,214,4,1
80,153,94,140,5,1
37,164,52,247,10,1
58,169,41,105,11,1
32,167,81,258,18,1
51,143,67,80,18,1
46,174,59,199,4,1
46,157,68,166,1,1
74,147,78,186,19,1
80,140,65,150,6,1
75,160,69,69,9,1
67,172,93,281,13,1
53,154,74,205,15,1
65,145,72,207,5,1
26,149,75,34,6,1
43,149,41,83,11,1
77,176,94,190,17,1
69,181,74,263,17,1
35,156,45,161,4,1
29,154,58,258,13,1
66,181,100,1,0,1
53,176,91,158,2,1
55,181,97,295,9,1
64,179,67,39,10,1
55,149,46,19,17,1
73,149,90,23,4,1
47,141,79,124,16,1
30,171,77,261,7,1
71,170,74,277,2,1
54,154,50,160,18,1
56,149,60,117,0,1
67,184,53,204,5,1
57,173,85,242,19,1
30,178,46,59,18,1
50,150,77,16,4,1
70,183,75,71,4,1
76,154,65,283,18,1
61,170,48,66,1,1
55,166,80,94,12,1
26,142,75,50,12,1
60,146,67,223,14,1
56,164,89,127,15,1
75,166,52,270,11,1
53,178,100,131,0,1
63,144,47,292,10,1
48,143,51,279,6,1
73,152,97,220,10,1
55,159,78,117,12,1
48,151,84,38,9,1
70,151,62,119,7,1
54,153,95,60,12,1
49,143,85,122,4,1
52,181,55,57,4,0
20,159,52,281,17,1
76,147,57,238,0,1
60,144,77,93,5,1
40,179,54,184,10,1
56,157,81,16,2,1
36,174,88,44,5,0
43,181,61,106,0,1
23,157,46,214,20,1
30,167,91,139,14,1
46,157,91,177,20,1
52,169,48,247,10,1
35,146,43,24,16,1
77,157,71,142,10,1
24,140,83,20,2,1
36,164,57,144,7,1
28,179,69,64,4,0
40,148,96,192,10,1
25,169,98,282,5,1
31,173,62,78,12,1
21,184,60,253,12,1
46,153,63,43,9,0
51,141,82,242,3,1
53,149,61,182,17,1
33,185,99,213,16,1
34,178,86,239,18,1
69,148,87,132,3,1
45,167,56,60,16,1
79,155,77,37,5,1
56,182,81,185,10,1
57,150,43,224,6,1
22,183,80,286,2,1
49,175,66,298,11,1
63,175,43,172,3,1
76,178,93,235,4,1
28,164,90,205,20,1
54,149,53,11,7,0
67,144,48,82,18,1
49,140,86,6,3,1
75,163,45,241,18,1
54,170,56,68,0,0
63,157,81,276,9,1
54,181,88,126,19,1
40,159,56,74,15,1
68,176,94,45,0,1
65,155,59,58,19,1
24,174,53,280,8,1
77,170,61,18,9,1
42,174,53,193,7,1
39,165,77,62,0,0
58,177,50,125,12,1
54,161,100,90,1,0
40,160,83,66,6,0
43,146,54,75,19,1
68,141,54,200,7,1
57,164,86,165,5,1
56,155,53,26,8,0
47,149,89,138,13,1
64,153,68,31,5,1
72,141,86,205,16,1
39,154,49,41,10,0
43,172,91,140,7,1
26,182,53,142,17,1
42,168,99,76,9,0
25,149,55,186,12,1
77,173,89,104,11,1
29,145,71,293,7,1
21,182,59,184,13,1
69,171,59,269,15,1
74,185,40,2,2,1
50,167,92,57,4,0
30,161,74,124,11,1
23,174,96,203,7,1
42,168,72,51,15,1
20,146,93,170,14,1
57,142,51,2,9,0
30,154,79,58,16,1
44,181,80,17,20,1
33,142,90,35,17,1
59,145,53,278,16,1
37,161,51,111,11,1
37,168,51,227,11,1
43,150,51,122,7,1
34,140,89,65,2,1
33,140,70,217,14,1
62,151,88,165,6,1
40,157,60,299,3,1
21,169,63,83,20,1
65,155,76,218,15,1
56,184,62,12,10,0
77,155,50,168,17,1
32,161,87,35,8,0
65,173,69,157,15,1
52,158,56,177,6,1
29,147,97,71,13,1
53,177,58,88,5,0
69,150,77,17,9,1
50,146,91,191,3,1
63,151,49,222,9,1
56,172,50,57,5,0
56,151,65,52,20,1
30,147,83,233,7,1
60,179,85,66,0,0
64,182,71,172,10,1
24,156,55,272,12,1
77,176,51,297,7,1
74,150,89,265,15,1
50,143,49,49,11,1
61,165,79,21,0,1
51,162,83,183,7,1
54,148,59,107,11,1
41,159,88,249,15,1
65,158,58,160,5,1
64,155,95,70,19,1
67,179,49,155,11,1
68,162,85,242,20,1
63,173,91,168,8,1
78,180,50,296,3,1
29,149,60,232,7,1
66,154,100,191,9,1
48,174,40,158,14,1
54,166,40,31,4,0
28,159,65,75,18,1
70,176,97,198,18,1
32,153,53,284,5,1
78,160,61,229,19,1
66,151,56,201,9,1
49,163,77,178,14,1
35,164,88,248,14,1
23,143,76,49,7,1
54,147,54,20,12,1
49,158,41,114,20,1
53,185,52,140,14,1
63,153,61,157,0,1
75,159,45,54,9,1
42,175,74,163,8,1
47,150,43,167,14,1
70,171,90,285,16,1
42,164,69,18,14,1
41,156,79,107,11,1
36,157,76,104,1,1
23,185,57,260,4,1
67,154,46,288,5,1
29,145,77,257,2,1
23,161,65,206,14,1
53,149,82,298,19,1
44,173,47,211,19,1
23,180,83,171,14,1
31,143,40,60,4,0
38,152,79,211,8,1
43,181,76,287,8,1
78,145,63,119,12,1
57,173,43,189,13,1
45,173,95,33,7,0
41,155,47,247,6,1
23,140,76,63,5,1
32,142,93,41,16,1
37,185,73,281,19,1
22,177,82,74,15,1
50,151,54,259,2,1
73,155,60,239,12,1
36,159,64,176,20,1
77,142,81,247,0,1
29,179,47,300,15,1
69,164,99,87,0,1
31,144,47,193,20,1
36,166,71,54,6,0
44,171,92,117,5,1
65,155,55,202,15,1
38,166,86,236,18,1
51,175,64,214,12,1
76,178,78,200,15,1
40,170,45,228,18,1
47,145,45,164,11,1
44,154,92,136,2,1
80,146,51,288,8,1
40,176,98,244,0,1
73,183,99,69,4,1
31,151,75,204,5,1
51,146,41,107,10,1
61,174,80,284,5,1
58,152,56,141,5,1
44,177,41,24,0,0
53,174,48,84,16,1
68,166,82,35,20,1
44,151,44,45,18,1
62,176,62,13,19,1
37,184,67,132,15,1
64,170,71,145,11,1
42,168,83,275,7,1
29,182,58,177,2,1
65,168,56,187,9,1
48,182,63,278,13,1
46,184,54,95,2,0
42,173,57,113,4,1
37,175,97,71,14,1
47,177,68,66,20,1
56,146,95,289,10,1
61,174,74,31,11,1
40,173,52,168,13,1
67,178,77,107,15,1
33,147,70,150,17,1
39,141,49,274,4,1
75,163,95,77,11,1
75,164,69,134,2,1
40,170,43,295,7,1
43,165,89,186,17,1
41,185,80,141,7,1
67,146,41,254,2,1
41,171,77,229,17,1
57,164,69,117,10,1
20,171,55,15,16,1
35,169,52,18,17,1
75,156,72,226,14,1
77,177,66,122,11,1
72,176,57,56,12,1
39,151,42,139,2,1
53,169,76,12,18,1
29,148,51,51,17,1
23,164,80,6,6,0
49,179,91,142,16,1
51,166,47,216,5,1
24,140,46,258,12,1
23,161,65,212,0,1
75,144,72,23,20,1
44,150,76,224,18,1
26,153,53,162,14,1
33,177,87,221,4,1
24,164,85,119,0,1
75,178,96,231,11,1
20,162,81,90,19,1
44,142,92,268,8,1
21,142,63,35,15,1
63,183,97,169,3,1
25,168,100,161,14,1
21,161,79,86,5,0
63,172,80,264,16,1
37,161,72,37,10,0
77,144,48,244,1,1
73,148,44,4,14,1
63,173,94,122,4,1
63,159,51,264,11,1
52,142,97,208,3,1
56,150,96,80,7,1
24,184,65,155,3,1
73,152,47,228,20,1
77,181,61,260,20,1
22,183,55,128,3,1
35,152,72,117,3,1
37,171,61,140,5,1
27,145,41,149,4,1
64,175,47,10,19,1
45,178,86,227,13,1
21,141,81,47,14,1
31,164,70,31,7,0
33,157,99,259,9,1
63,159,97,162,20,1
39,159,51,120,9,1
46,182,87,272,5,1
67,168,66,291,13,1
74,160,71,2,6,1
35,175,77,25,9,0
40,182,52,211,16,1
57,149,77,113,12,1
69,152,81,182,11,1
26,152,44,251,19,1
36,159,96,183,17,1
24,156,45,197,3,1
22,152,64,137,7,1
62,185,97,192,0,1
53,161,77,213,7,1
80,177,53,58,4,1
72,182,73,142,14,1
25,141,94,108,14,1
20,149,82,179,18,1
71,170,64,118,4,1
59,144,97,138,14,1
35,161,50,151,7,1
80,179,96,219,17,1
47,184,70,87,9,0
25,183,49,107,3,1
46,185,58,299,13,1
74,182,43,262,0,1
52,181,41,135,14,1
29,172,74,170,8,1
25,168,49,101,18,1
50,183,97,140,8,1
54,151,55,120,0,1
29,141,99,95,7,1
51,165,76,108,16,1
60,185,56,81,17,1
53,167,58,42,17,1
76,166,72,69,8,1
80,148,53,96,7,1
27,167,41,65,0,0
69,161,60,1,7,1
40,185,62,202,10,1
43,173,65,218,14,1
48,161,76,143,4,1
55,145,55,140,8,1
46,149,73,247,16,1
65,164,86,212,2,1
60,170,57,179,20,1
27,172,71,169,8,1
69,158,66,131,7,1
61,178,67,182,13,1
21,152,56,196,19,1
65,147,61,17,18,1
48,157,65,118,15,1
73,151,79,185,13,1
35,184,52,98,4,0
65,168,81,88,7,1
34,163,40,286,3,1
71,176,52,163,19,1
73,174,79,269,8,1
69,182,54,85,7,1
29,160,58,87,12,1
63,180,67,141,20,1
62,149,95,76,18,1
48,153,74,97,15,1
37,176,95,95,17,1
64,180,46,141,11,1
43,153,47,74,5,0
58,165,100,24,12,1
30,169,90,62,10,0
64,185,84,37,11,1
72,180,51,80,16,1
22,162,47,127,13,1
57,166,53,288,20,1
32,140,55,206,8,1
26,163,44,112,3,1
33,175,73,96,19,1
46,162,78,91,9,0
75,149,40,186,5,1
27,154,47,97,2,0
77,143,75,287,1,1
32,151,41,181,19,1
34,154,66,36,15,1
65,181,83,191,5,1
72,173,96,55,14,1
36,145,46,21,16,1
45,185,46,48,11,1
73,151,65,173,14,1
74,180,43,190,14,1
74,152,80,24,2,1
46,159,74,268,2,1
65,148,49,298,9,1
26,183,77,182,4,1
56,180,46,201,9,1
27,160,92,66,8,0
24,175,76,231,17,1
74,168,54,71,19,1
33,180,51,97,16,1
58,150,56,107,1,1
78,168,73,140,10,1
41,147,89,196,4,1
65,163,76,215,8,1
68,155,52,266,2,1
58,177,43,175,4,1
20,150,44,272,1,1
51,176,40,126,18,1
42,141,84,125,14,1
59,184,47,83,17,1
39,160,71,64,19,1
78,179,71,114,7,1
55,153,57,266,20,1
20,166,98,112,9,1
49,155,73,46,15,1
51,159,79,180,7,1
60,140,61,100,14,1
38,181,84,293,14,1
28,146,58,238,15,1
29,170,65,55,7,0
66,173,42,275,2,1
72,161,70,197,16,1
25,153,99,77,6,1
60,151,92,145,5,1
24,163,75,156,4,1
50,165,81,276,18,1
65,153,99,97,5,1
36,164,93,287,11,1
70,152,89,76,3,1
27,157,72,262,7,1
51,162,63,200,8,1
80,183,79,261,14,1
47,143,85,215,2,1
58,165,83,155,7,1
32,183,77,91,15,1
52,159,57,164,2,1
64,171,56,100,17,1
20,159,60,16,9,0
25,165,96,40,7,0
49,167,77,126,9,1
63,161,76,184,20,1
28,185,84,89,11,1
44,160,88,16,14,1
29,171,44,180,11,1
35,185,93,281,9,1
35,151,65,116,0,1
34,148,99,149,12,1
76,160,51,278,7,1
71,178,72,202,10,1
20,183,86,168,16,1
48,178,55,52,9,0
50,167,77,41,19,1
53,148,88,156,0,1
66,172,85,268,4,1
51,144,85,235,15,1
48,181,84,186,12,1
59,171,44,268,4,1
25,161,89,97,16,1
41,169,83,213,0,1
42,159,53,119,7,1
47,150,64,241,10,1
74,170,83,137,12,1
79,159,72,220,9,1
45,146,64,253,17,1
49,162,42,203,8,1
20,162,40,151,19,1
63,146,75,182,12,1
51,151,41,72,14,1
40,166,49,142,5,1
27,147,65,298,16,1
62,173,77,286,8,1
43,167,90,13,12,1
69,156,94,297,20,1
70,175,65,56,20,1
53,180,68,45,5,0
48,155,70,276,2,1
27,167,85,239,15,1
57,148,78,59,20,1
63,156,64,38,12,1
58,147,74,280,7,1
25,150,40,214,9,1
63,160,74,2,13,1
45,170,62,113,0,1
72,153,94,288,13,1
20,173,77,73,1,0
28,157,50,206,13,1
79,152,53,224,10,1
67,148,71,173,18,1
58,153,62,72,12,1
45,160,89,84,20,1
24,142,51,287,1,1
43,140,99,112,1,1
57,156,52,106,18,1
43,158,57,133,11,1
55,170,90,17,4,0
60,161,79,248,6,1
47,169,55,67,14,1
50,166,67,43,20,1
65,178,95,245,6,1
56,146,90,226,17,1
29,170,54,282,7,1
46,163,74,85,18,1
60,152,41,41,5,0
50,156,74,235,8,1
79,174,74,52,15,1
75,149,66,274,6,1
65,161,67,81,1,1
79,152,81,74,9,1
56,142,66,77,16,1
30,153,62,193,12,1
33,157,97,94,17,1
57,161,59,101,6,1
32,164,89,269,7,1
54,144,93,148,5,1
44,185,82,133,2,1
40,143,67,22,5,0
35,165,50,174,17,1
37,157,86,271,11,1
28,141,81,269,2,1
66,146,98,162,12,1
33,151,94,63,9,1
34,171,63,166,15,1
55,153,55,165,19,1
34,177,99,100,6,0
51,169,84,201,10,1
23,157,55,195,18,1
70,143,47,15,7,1
64,153,44,1,10,1
64,156,60,224,17,1
27,175,47,209,13,1
39,145,83,246,0,1
57,184,94,189,8,1
27,156,69,176,19,1
80,158,87,142,7,1
36,173,92,141,3,1
21,142,45,110,10,1
35,146,80,83,19,1
27,157,52,57,20,1
59,168,45,20,19,1
24,149,40,158,8,1
32,150,63,289,16,1
57,169,97,236,8,1
35,179,98,164,8,1
37,146,81,263,2,1
22,184,42,140,13,1
33,141,93,163,17,1
77,164,45,217,4,1
66,174,59,218,12,1
34,155,66,169,17,1
80,164,40,18,16,1
41,155,94,37,10,1
25,174,40,112,6,1
80,167,47,210,15,1
38,160,53,245,20,1
48,150,41,225,13,1
52,177,85,113,12,1
47,153,58,110,1,1
61,165,62,148,18,1
32,176,45,0,1,0
42,152,73,66,13,1
22,153,70,46,13,1
57,160,76,24,15,1
35,177,73,255,18,1
24,173,69,62,5,0
44,183,43,125,18,1
40,140,82,50,8,1
68,170,60,116,14,1
79,144,61,230,20,1
28,153,63,172,5,1
66,157,66,268,10,1
78,151,70,66,5,1
32,165,82,298,15,1
46,158,62,219,7,1
76,140,68,171,4,1
50,167,47,119,3,1
56,179,95,126,2,1
52,179,50,117,13,1
35,174,91,271,2,1
35,185,73,83,19,1
23,144,40,142,19,1
74,148,76,219,0,1
71,166,62,11,1,1
64,172,99,98,20,1
72,154,93,149,9,1
39,142,72,297,4,1
61,176,51,51,12,1
35,178,52,298,10,1
28,165,85,265,14,1
49,149,81,134,19,1
62,185,71,238,13,1
40,181,77,156,17,1
69,166,71,274,16,1
57,176,87,20,2,0
75,151,75,219,17,1
46,182,91,70,5,0
34,176,57,172,7,1
21,163,69,152,11,1
66,171,72,32,15,1
76,145,50,69,5,1
68,173,85,49,11,1
26,141,82,241,10,1
60,148,45,192,17,1
58,161,75,220,6,1
25,179,71,24,4,0
75,140,84,231,14,1
72,153,99,30,20,1
51,150,56,156,14,1
34,144,99,258,20,1
60,178,40,76,16,1
75,165,79,32,7,1
51,156,63,63,11,1
61,171,80,222,10,1
27,183,99,38,7,0
53,180,92,103,3,1
73,156,93,80,18,1
34,172,57,172,3,1
24,178,95,79,20,1
26,163,42,166,16,1
67,148,93,116,19,1
20,163,45,282,12,1
30,150,63,254,13,1
72,148,79,176,1,1
29,155,43,251,7,1
77,185,86,290,17,1
31,184,63,271,0,1
23,163,87,280,14,1
62,150,62,6,5,1
35,173,45,129,9,1
64,174,73,225,19,1
80,164,48,95,20,1
28,172,56,200,7,1
23,180,60,82,8,0
58,144,99,234,6,1
70,180,44,211,10,1
26,168,76,50,19,1
62,146,55,72,1,1
35,140,63,269,7,1
30,165,100,160,3,1
23,164,72,0,5,0
26,174,42,233,2,1
44,147,59,283,0,1
70,171,60,75,12,1
28,148,53,133,13,1
25,185,88,33,16,1
53,157,82,29,19,1
41,143,41,252,7,1
31,166,44,142,17,1
30,175,64,153,16,1
79,181,71,155,18,1
69,183,87,215,2,1
74,163,50,40,19,1
43,176,90,49,12,1
48,142,91,72,15,1
34,182,89,133,4,1
55,181,83,184,7,1
74,157,60,181,20,1
77,185,57,44,19,1
26,178,84,300,18,1
43,184,96,282,3,1
37,151,100,187,4,1
35,143,43,116,6,1
62,182,82,186,8,1
72,171,58,222,15,1
52,163,85,64,2,0
80,145,65,282,7,1
72,163,73,236,7,1
33,175,66,296,15,1
75,159,89,82,17,1
61,175,46,228,4,1
53,147,50,5,3,0
57,176,42,280,17,1
41,175,85,94,20,1
32,150,73,278,0,1
54,148,63,266,17,1
43,149,95,211,0,1
40,169,41,6,6,0
74,183,71,199,10,1
28,185,97,250,5,1
50,146,55,5,12,1
76,156,65,97,0,1
20,146,40,228,14,1
58,177,92,202,8,1
23,176,99,65,2,0
48,142,67,107,15,1
79,164,93,132,15,1
27,185,65,73,4,0
61,178,63,94,6,1
55,163,61,49,12,1
77,154,97,66,0,1
64,177,97,100,14,1
48,175,94,106,2,1
39,151,89,290,4,1
70,159,53,90,3,1
49,166,61,166,3,1
26,168,54,286,15,1
50,150,79,83,17,1
29,164,74,106,0,1
42,185,48,288,2,1
77,149,91,13,16,1
43,160,83,281,9,1
27,184,91,158,14,1
25,157,85,23,9,1
20,148,56,240,1,1
24,158,83,73,5,1
73,175,75,46,20,1
79,176,98,292,13,1
72,175,51,279,5,1
25,157,82,267,15,1
46,140,76,294,5,1
53,165,98,189,5,1
30,168,66,31,14,1
65,151,67,55,1,1
25,167,76,224,10,1
50,185,54,20,18,1
40,171,67,71,13,1
72,144,80,247,4,1
76,164,80,269,16,1
20,182,86,43,13,1
37,171,87,133,7,1
43,147,72,131,15,1
66,168,98,183,15,1
27,172,77,59,0,0
50,154,51,243,3,1
25,144,98,256,16,1
50,156,42,88,4,0
48,145,55,153,2,1
69,140,86,215,14,1
43,166,56,210,15,1
76,183,56,272,8,1
40,173,97,185,18,1
26,183,66,185,13,1
50,148,65,246,5,1
63,179,73,229,4,1
21,181,86,55,8,0
29,181,58,152,20,1
45,162,90,200,18,1
51,148,86,233,6,1
76,159,86,164,15,1
22,163,40,4,18,1
39,144,79,144,4,1
63,146,79,184,10,1
27,158,42,250,4,1
51,162,47,95,5,0
22,141,59,134,10,1
63,149,92,292,14,1
70,160,77,45,16,1
36,149,60,294,2,1
75,146,91,26,13,1
71,180,67,45,7,1
80,151,65,148,15,1
49,182,42,94,6,0
47,171,41,219,15,1
55,158,55,234,19,1
66,147,95,167,10,1
37,178,40,20,2,0
65,161,76,83,16,1
22,144,74,18,10,1
56,143,99,261,8,1
59,151,70,145,11,1
44,161,52,230,4,1
30,170,60,253,14,1
34,164,72,97,8,0
24,143,60,129,5,1
73,150,72,109,14,1
30,162,80,191,19,1
48,178,85,164,19,1
72,140,83,35,1,1
30,141,49,145,19,1
74,143,45,71,2,1
54,178,70,244,16,1
68,177,88,106,18,1
58,166,76,71,17,1
24,168,62,169,15,1
37,159,66,206,8,1
23,143,75,106,4,1
55,153,91,109,2,1
76,173,54,228,19,1
39,167,56,159,20,1
79,178,45,247,4,1
67,167,54,247,5,1
78,182,69,221,20,1
27,152,78,239,9,1
54,153,84,89,6,1
28,169,88,203,3,1
65,179,63,18,10,1
43,156,80,127,3,1
62,148,51,178,13,1
29,148,59,279,11,1
48,155,50,132,0,1
48,158,71,69,8,1
56,152,64,62,13,1
70,172,91,247,20,1
36,157,57,212,18,1
79,155,72,8,3,1
42,154,42,199,0,1
58,158,86,92,9,1
67,171,53,226,19,1
78,159,84,12,14,1
48,152,80,289,7,1
52,153,87,65,0,1
42,176,63,24,1,0
71,166,60,41,15,1
38,152,73,263,15,1
34,145,50,39,15,1
55,154,46,178,5,1
71,147,73,277,8,1
22,175,95,4,4,0
26,163,97,19,19,1
53,157,74,157,14,1
49,182,60,256,3,1
80,185,91,95,3,1
73,156,80,234,11,1
66,159,94,47,2,1
41,150,71,43,14,1
80,172,92,81,4,1
72,170,61,33,10,1
70,158,80,285,8,1
69,161,72,136,7,1
36,164,74,100,5,0
74,172,74,196,16,1
55,158,93,4,19,1
58,176,89,199,0,1
73,180,74,44,16,1
60,165,89,153,20,1
47,156,54,274,17,1
70,150,87,73,13,1
63,179,40,47,12,1
20,163,55,294,12,1
36,176,50,250,18,1
78,170,67,167,9,1
31,173,81,107,5,1
56,176,77,48,2,0
69,185,89,98,19,1
31,149,42,109,20,1
60,167,57,17,7,0
27,154,46,39,8,0
35,174,66,118,1,1
45,170,93,31,16,1
25,144,45,136,5,1
22,184,83,300,20,1
70,178,66,120,8,1
73,184,52,202,16,1
65,157,73,267,5,1
51,172,83,291,0,1
69,159,77,179,20,1
41,154,79,11,16,1
23,153,52,187,15,1
20,174,97,127,4,1
57,173,42,243,11,1
79,145,100,95,13,1
54,148,73,213,2,1
40,163,46,6,7,0
80,157,96,44,6,1
72,175,85,48,12,1
39,184,73,16,10,0
53,164,48,94,17,1
29,152,47,28,15,1
33,181,92,148,8,1
33,147,72,243,2,1
69,166,45,8,15,1
70,147,61,72,7,1
50,170,53,8,8,0
71,179,98,21,3,1
22,182,96,97,7,0
34,155,71,196,19,1
61,185,85,14,12,1
51,145,77,192,5,1
38,163,70,93,14,1
39,162,67,240,9,1
80,157,41,27,12,1
57,168,94,274,11,1
36,172,47,202,20,1
80,174,70,81,11,1
71,170,54,300,3,1
36,163,46,236,1,1
37,158,64,228,0,1
65,183,84,35,9,1
26,177,57,156,3,1
75,175,42,300,8,1
52,166,83,229,8,1
35,148,98,113,11,1
79,146,62,40,0,1
21,177,100,215,16,1
77,151,79,187,7,1
25,183,95,73,9,0
76,176,57,247,4,1
52,140,61,219,9,1
48,175,50,118,3,1
58,159,72,66,6,1
34,142,80,164,14,1
31,185,97,116,3,1
53,169,72,51,16,1
59,144,62,279,3,1
78,153,99,85,15,1
20,157,98,188,17,1
52,165,79,151,7,1
76,177,92,88,0,1
48,176,94,52,9,0
21,183,40,134,9,1
27,151,93,232,19,1
25,142,82,87,18,1
60,166,44,32,17,1
63,173,72,109,8,1
66,146,83,82,19,1
20,143,62,145,16,1
65,170,88,271,8,1
50,170,97,36,15,1
